"MSOA","Sex","Age","Ethnicity","Persons"
"E02000878","F","55-59","WBI",32
"E02000878","F","55-59","WHO",10
"E02000878","F","55-59","IND",1
"E02000878","F","55-59","PAK",4
"E02000878","F","55-59","BAN",92
"E02000878","F","55-59","CHI",2
"E02000878","F","55-59","OAS",2
"E02000878","F","55-59","BLA",1
"E02000878","F","55-59","BLC",2
"E02000878","F","55-59","OBL",2
"E02000878","F","55-59","OTH",5
"E02000878","F","60-64","WBI",18
"E02000878","F","60-64","WHO",3
"E02000878","F","60-64","MIX",2
"E02000878","F","60-64","IND",3
"E02000878","F","60-64","PAK",5
"E02000878","F","60-64","BAN",70
"E02000878","F","60-64","CHI",2
"E02000878","F","60-64","OAS",1
"E02000878","F","60-64","BLA",3
"E02000878","F","60-64","OBL",1
"E02000878","F","65-69","WBI",23
"E02000878","F","65-69","WHO",6
"E02000878","F","65-69","MIX",1
"E02000878","F","65-69","IND",1
"E02000878","F","65-69","BAN",41
"E02000878","F","65-69","BLA",1
"E02000878","F","65-69","BLC",2
"E02000878","F","65-69","OBL",1
"E02000878","F","65-69","OTH",1
"E02000878","F","70-74","WBI",17
"E02000878","F","70-74","WHO",3
"E02000878","F","70-74","MIX",2
"E02000878","F","70-74","IND",2
"E02000878","F","70-74","PAK",3
"E02000878","F","70-74","BAN",44
"E02000878","F","70-74","OAS",2
"E02000878","F","70-74","BLA",5
"E02000878","F","70-74","BLC",2
"E02000878","F","70-74","OBL",2
"E02000878","F","70-74","OTH",1
"E02000878","F","75-79","WBI",16
"E02000878","F","75-79","WHO",4
"E02000878","F","75-79","MIX",1
"E02000878","F","75-79","IND",1
"E02000878","F","75-79","PAK",1
"E02000878","F","75-79","BAN",27
"E02000878","F","75-79","CHI",1
"E02000878","F","75-79","BLC",4
"E02000878","F","75-79","OBL",1
"E02000878","F","80-84","WBI",7
"E02000878","F","80-84","IND",2
"E02000878","F","80-84","BAN",18
"E02000878","F","80-84","OBL",1
"E02000878","F","85+","WBI",4
"E02000878","F","85+","WHO",2
"E02000878","F","85+","IND",1
"E02000878","F","85+","PAK",1
"E02000878","F","85+","BAN",4
"E02000878","F","85+","CHI",1
"E02000879","M","0-4","WBI",28
"E02000879","M","0-4","WHO",9
"E02000879","M","0-4","MIX",16
"E02000879","M","0-4","BAN",168
"E02000879","M","0-4","CHI",4
"E02000879","M","0-4","OAS",5
"E02000879","M","0-4","BLA",7
"E02000879","M","0-4","BLC",2
"E02000879","M","0-4","OBL",2
"E02000879","M","0-4","OTH",6
"E02000879","M","5-7","WBI",14
"E02000879","M","5-7","WHO",5
"E02000879","M","5-7","MIX",7
"E02000879","M","5-7","IND",1
"E02000879","M","5-7","PAK",1
"E02000879","M","5-7","BAN",108
"E02000879","M","5-7","OAS",2
"E02000879","M","5-7","BLA",4
"E02000879","M","5-7","BLC",3
"E02000879","M","5-7","OTH",5
"E02000879","M","8-9","WBI",12
"E02000879","M","8-9","WHO",1
"E02000879","M","8-9","MIX",1
"E02000879","M","8-9","IND",1
"E02000879","M","8-9","BAN",70
"E02000879","M","8-9","OAS",2
"E02000879","M","8-9","BLA",2
"E02000879","M","8-9","BLC",1
"E02000879","M","8-9","OBL",1
"E02000879","M","8-9","OTH",1
"E02000879","M","10-14","WBI",29
"E02000879","M","10-14","WHO",9
"E02000879","M","10-14","MIX",19
"E02000879","M","10-14","IND",2
"E02000879","M","10-14","PAK",5
"E02000879","M","10-14","BAN",157
"E02000879","M","10-14","CHI",1
"E02000879","M","10-14","OAS",2
"E02000879","M","10-14","BLA",10
"E02000879","M","10-14","BLC",3
"E02000879","M","10-14","OBL",2
"E02000879","M","10-14","OTH",6
"E02000879","M","15","WBI",2
"E02000879","M","15","WHO",3
"E02000879","M","15","IND",1
"E02000879","M","15","BAN",26
"E02000879","M","15","CHI",1
"E02000879","M","15","OAS",1
"E02000879","M","15","BLA",3
"E02000879","M","15","BLC",1
"E02000879","M","15","OTH",3
"E02000879","M","16-17","WBI",9
"E02000879","M","16-17","WHO",9
"E02000879","M","16-17","MIX",4
"E02000879","M","16-17","IND",2
"E02000879","M","16-17","PAK",1
"E02000879","M","16-17","BAN",69
"E02000879","M","16-17","CHI",2
"E02000879","M","16-17","BLA",3
"E02000879","M","16-17","BLC",1
"E02000879","M","16-17","OBL",2
"E02000879","M","16-17","OTH",2
"E02000879","M","18-19","WBI",17
"E02000879","M","18-19","WHO",5
"E02000879","M","18-19","MIX",4
"E02000879","M","18-19","IND",4
"E02000879","M","18-19","PAK",2
"E02000879","M","18-19","BAN",54
"E02000879","M","18-19","CHI",1
"E02000879","M","18-19","OAS",1
"E02000879","M","18-19","BLA",3
"E02000879","M","18-19","OBL",2
"E02000879","M","18-19","OTH",11
"E02000879","M","20-24","WBI",163
"E02000879","M","20-24","WHO",44
"E02000879","M","20-24","MIX",22
"E02000879","M","20-24","IND",23
"E02000879","M","20-24","PAK",15
"E02000879","M","20-24","BAN",186
"E02000879","M","20-24","CHI",15
"E02000879","M","20-24","OAS",13
"E02000879","M","20-24","BLA",9
"E02000879","M","20-24","BLC",12
"E02000879","M","20-24","OBL",4
"E02000879","M","20-24","OTH",35
"E02000879","M","25-29","WBI",136
"E02000879","M","25-29","WHO",90
"E02000879","M","25-29","MIX",18
"E02000879","M","25-29","IND",10
"E02000879","M","25-29","PAK",8
"E02000879","M","25-29","BAN",140
"E02000879","M","25-29","CHI",12
"E02000879","M","25-29","OAS",8
"E02000879","M","25-29","BLA",8
"E02000879","M","25-29","BLC",2
"E02000879","M","25-29","OBL",3
"E02000879","M","25-29","OTH",14
"E02000879","M","30-34","WBI",112
"E02000879","M","30-34","WHO",69
"E02000879","M","30-34","MIX",15
"E02000879","M","30-34","IND",8
"E02000879","M","30-34","PAK",9
"E02000879","M","30-34","BAN",160
"E02000879","M","30-34","CHI",10
"E02000879","M","30-34","OAS",8
"E02000879","M","30-34","BLA",8
"E02000879","M","30-34","BLC",4
"E02000879","M","30-34","OTH",14
"E02000879","M","35-39","WBI",77
"E02000879","M","35-39","WHO",46
"E02000879","M","35-39","MIX",8
"E02000879","M","35-39","IND",3
"E02000879","M","35-39","PAK",5
"E02000879","M","35-39","BAN",125
"E02000879","M","35-39","CHI",1
"E02000879","M","35-39","OAS",7
"E02000879","M","35-39","BLA",5
"E02000879","M","35-39","BLC",5
"E02000879","M","35-39","OBL",6
"E02000879","M","35-39","OTH",14
"E02000879","M","40-44","WBI",68
"E02000879","M","40-44","WHO",25
"E02000879","M","40-44","MIX",3
"E02000879","M","40-44","IND",2
"E02000879","M","40-44","PAK",1
"E02000879","M","40-44","BAN",102
"E02000879","M","40-44","CHI",2
"E02000879","M","40-44","OAS",3
"E02000879","M","40-44","BLA",7
"E02000879","M","40-44","BLC",2
"E02000879","M","40-44","OTH",7
"E02000879","M","45-49","WBI",62
"E02000879","M","45-49","WHO",16
"E02000879","M","45-49","MIX",1
"E02000879","M","45-49","IND",2
"E02000879","M","45-49","PAK",1
"E02000879","M","45-49","BAN",57
"E02000879","M","45-49","CHI",1
"E02000879","M","45-49","OAS",1
"E02000879","M","45-49","BLA",3
"E02000879","M","45-49","BLC",7
"E02000879","M","45-49","OBL",2
"E02000879","M","45-49","OTH",10
"E02000879","M","50-54","WBI",70
"E02000879","M","50-54","WHO",5
"E02000879","M","50-54","MIX",5
"E02000879","M","50-54","IND",3
"E02000879","M","50-54","PAK",2
"E02000879","M","50-54","BAN",72
"E02000879","M","50-54","CHI",1
"E02000879","M","50-54","OAS",3
"E02000879","M","50-54","BLA",6
"E02000879","M","50-54","BLC",7
"E02000879","M","50-54","OBL",2
"E02000879","M","50-54","OTH",4
"E02000879","M","55-59","WBI",53
"E02000879","M","55-59","WHO",7
"E02000879","M","55-59","MIX",3
"E02000879","M","55-59","IND",5
"E02000879","M","55-59","PAK",3
"E02000879","M","55-59","BAN",35
"E02000879","M","55-59","CHI",1
"E02000879","M","55-59","OAS",3
"E02000879","M","55-59","BLA",1
"E02000879","M","55-59","BLC",1
"E02000879","M","55-59","OBL",4
"E02000879","M","55-59","OTH",3
"E02000879","M","60-64","WBI",72
"E02000879","M","60-64","WHO",7
"E02000879","M","60-64","MIX",3
"E02000879","M","60-64","IND",1
"E02000879","M","60-64","BAN",16
"E02000879","M","60-64","CHI",1
"E02000879","M","60-64","OAS",2
"E02000879","M","60-64","BLC",2
"E02000879","M","60-64","OBL",1
"E02000879","M","60-64","OTH",3
"E02000879","M","65-69","WBI",46
"E02000879","M","65-69","WHO",4
"E02000879","M","65-69","MIX",1
"E02000879","M","65-69","PAK",3
"E02000879","M","65-69","BAN",6
"E02000879","M","65-69","OAS",1
"E02000879","M","65-69","BLA",1
"E02000879","M","65-69","BLC",1
"E02000879","M","70-74","WBI",62
"E02000879","M","70-74","WHO",8
"E02000879","M","70-74","IND",1
"E02000879","M","70-74","BAN",27
"E02000879","M","70-74","BLA",2
"E02000879","M","70-74","BLC",9
"E02000879","M","70-74","OBL",2
"E02000879","M","70-74","OTH",2
"E02000879","M","75-79","WBI",47
"E02000879","M","75-79","WHO",3
"E02000879","M","75-79","IND",1
"E02000879","M","75-79","PAK",2
"E02000879","M","75-79","BAN",10
"E02000879","M","75-79","CHI",2
"E02000879","M","75-79","OAS",1
"E02000879","M","75-79","BLA",1
"E02000879","M","75-79","OBL",1
"E02000879","M","75-79","OTH",1
"E02000879","M","80-84","WBI",39
"E02000879","M","80-84","WHO",1
"E02000879","M","80-84","MIX",1
"E02000879","M","80-84","IND",1
"E02000879","M","80-84","BAN",11
"E02000879","M","80-84","OAS",1
"E02000879","M","80-84","BLA",1
"E02000879","M","85+","WBI",44
"E02000879","M","85+","WHO",4
"E02000879","M","85+","MIX",2
"E02000879","M","85+","BAN",2
"E02000879","M","85+","BLA",2
"E02000879","M","85+","OBL",1
"E02000879","F","0-4","WBI",24
"E02000879","F","0-4","WHO",9
"E02000879","F","0-4","MIX",20
"E02000879","F","0-4","IND",2
"E02000879","F","0-4","PAK",6
"E02000879","F","0-4","BAN",146
"E02000879","F","0-4","OAS",6
"E02000879","F","0-4","BLA",9
"E02000879","F","0-4","BLC",3
"E02000879","F","0-4","OBL",11
"E02000879","F","0-4","OTH",3
"E02000879","F","5-7","WBI",12
"E02000879","F","5-7","MIX",12
"E02000879","F","5-7","IND",1
"E02000879","F","5-7","PAK",2
"E02000879","F","5-7","BAN",94
"E02000879","F","5-7","OAS",3
"E02000879","F","5-7","BLA",5
"E02000879","F","5-7","BLC",4
"E02000879","F","5-7","OBL",1
"E02000879","F","5-7","OTH",3
"E02000879","F","8-9","WBI",11
"E02000879","F","8-9","WHO",4
"E02000879","F","8-9","MIX",3
"E02000879","F","8-9","IND",1
"E02000879","F","8-9","BAN",74
"E02000879","F","8-9","CHI",1
"E02000879","F","8-9","OAS",2
"E02000879","F","8-9","BLA",3
"E02000879","F","8-9","BLC",1
"E02000879","F","8-9","OBL",3
"E02000879","F","8-9","OTH",1
"E02000879","F","10-14","WBI",15
"E02000879","F","10-14","WHO",6
"E02000879","F","10-14","MIX",10
"E02000879","F","10-14","IND",3
"E02000879","F","10-14","PAK",1
"E02000879","F","10-14","BAN",168
"E02000879","F","10-14","CHI",1
"E02000879","F","10-14","OAS",5
"E02000879","F","10-14","BLA",8
"E02000879","F","10-14","BLC",4
"E02000879","F","10-14","OBL",5
"E02000879","F","10-14","OTH",5
"E02000879","F","15","WBI",10
"E02000879","F","15","WHO",2
"E02000879","F","15","MIX",3
"E02000879","F","15","BAN",20
"E02000879","F","15","OAS",1
"E02000879","F","16-17","WBI",14
"E02000879","F","16-17","WHO",5
"E02000879","F","16-17","MIX",2
"E02000879","F","16-17","BAN",56
"E02000879","F","16-17","CHI",2
"E02000879","F","16-17","OAS",1
"E02000879","F","16-17","BLA",3
"E02000879","F","16-17","BLC",1
"E02000879","F","16-17","OBL",3
"E02000879","F","16-17","OTH",3
"E02000879","F","18-19","WBI",41
"E02000879","F","18-19","WHO",7
"E02000879","F","18-19","MIX",5
"E02000879","F","18-19","PAK",6
"E02000879","F","18-19","BAN",59
"E02000879","F","18-19","CHI",3
"E02000879","F","18-19","OAS",3
"E02000879","F","18-19","BLA",6
"E02000879","F","18-19","BLC",5
"E02000879","F","18-19","OBL",1
"E02000879","F","18-19","OTH",4
"E02000879","F","20-24","WBI",182
"E02000879","F","20-24","WHO",66
"E02000879","F","20-24","MIX",31
"E02000879","F","20-24","IND",22
"E02000879","F","20-24","PAK",4
"E02000879","F","20-24","BAN",159
"E02000879","F","20-24","CHI",22
"E02000879","F","20-24","OAS",17
"E02000879","F","20-24","BLA",6
"E02000879","F","20-24","BLC",5
"E02000879","F","20-24","OBL",3
"E02000879","F","20-24","OTH",25
"E02000879","F","25-29","WBI",159
"E02000879","F","25-29","WHO",95
"E02000879","F","25-29","MIX",21
"E02000879","F","25-29","IND",9
"E02000879","F","25-29","PAK",6
"E02000879","F","25-29","BAN",149
"E02000879","F","25-29","CHI",11
"E02000879","F","25-29","OAS",13
"E02000879","F","25-29","BLA",17
"E02000879","F","25-29","BLC",12
"E02000879","F","25-29","OBL",2
"E02000879","F","25-29","OTH",8
"E02000879","F","30-34","WBI",75
"E02000879","F","30-34","WHO",63
"E02000879","F","30-34","MIX",13
"E02000879","F","30-34","IND",3
"E02000879","F","30-34","PAK",1
"E02000879","F","30-34","BAN",137
"E02000879","F","30-34","CHI",8
"E02000879","F","30-34","OAS",9
"E02000879","F","30-34","BLA",12
"E02000879","F","30-34","BLC",10
"E02000879","F","30-34","OBL",2
"E02000879","F","30-34","OTH",7
"E02000879","F","35-39","WBI",56
"E02000879","F","35-39","WHO",20
"E02000879","F","35-39","MIX",9
"E02000879","F","35-39","IND",3
"E02000879","F","35-39","PAK",3
"E02000879","F","35-39","BAN",128
"E02000879","F","35-39","OAS",4
"E02000879","F","35-39","BLA",10
"E02000879","F","35-39","BLC",1
"E02000879","F","35-39","OBL",4
"E02000879","F","35-39","OTH",11
"E02000879","F","40-44","WBI",58
"E02000879","F","40-44","WHO",23
"E02000879","F","40-44","MIX",7
"E02000879","F","40-44","IND",2
"E02000879","F","40-44","PAK",1
"E02000879","F","40-44","BAN",70
"E02000879","F","40-44","CHI",2
"E02000879","F","40-44","OAS",8
"E02000879","F","40-44","BLA",9
"E02000879","F","40-44","BLC",7
"E02000879","F","40-44","OBL",2
"E02000879","F","40-44","OTH",4
"E02000879","F","45-49","WBI",54
"E02000879","F","45-49","WHO",13
"E02000879","F","45-49","MIX",7
"E02000879","F","45-49","IND",5
"E02000879","F","45-49","PAK",1
"E02000879","F","45-49","BAN",53
"E02000879","F","45-49","CHI",3
"E02000879","F","45-49","OAS",2
"E02000879","F","45-49","BLA",5
"E02000879","F","45-49","BLC",9
"E02000879","F","45-49","OBL",2
"E02000879","F","45-49","OTH",6
"E02000879","F","50-54","WBI",53
"E02000879","F","50-54","WHO",11
"E02000879","F","50-54","MIX",2
"E02000879","F","50-54","IND",3
"E02000879","F","50-54","PAK",1
"E02000879","F","50-54","BAN",39
"E02000879","F","50-54","CHI",1
"E02000879","F","50-54","OAS",4
"E02000879","F","50-54","BLA",6
"E02000879","F","50-54","BLC",4
"E02000879","F","50-54","OBL",4
"E02000879","F","50-54","OTH",9
"E02000879","F","55-59","WBI",54
"E02000879","F","55-59","WHO",8
"E02000879","F","55-59","MIX",3
"E02000879","F","55-59","PAK",3
"E02000879","F","55-59","BAN",35
"E02000879","F","55-59","OAS",3
"E02000879","F","55-59","BLA",4
"E02000879","F","55-59","BLC",5
"E02000879","F","55-59","OBL",1
"E02000879","F","55-59","OTH",4
"E02000879","F","60-64","WBI",74
"E02000879","F","60-64","WHO",12
"E02000879","F","60-64","MIX",2
"E02000879","F","60-64","IND",1
"E02000879","F","60-64","BAN",23
"E02000879","F","60-64","CHI",3
"E02000879","F","60-64","OAS",1
"E02000879","F","60-64","BLA",6
"E02000879","F","60-64","BLC",2
"E02000879","F","60-64","OTH",2
"E02000879","F","65-69","WBI",50
"E02000879","F","65-69","WHO",6
"E02000879","F","65-69","MIX",2
"E02000879","F","65-69","BAN",14
"E02000879","F","65-69","CHI",1
"E02000879","F","65-69","BLC",3
"E02000879","F","65-69","OBL",3
"E02000879","F","70-74","WBI",49
"E02000879","F","70-74","WHO",6
"E02000879","F","70-74","MIX",3
"E02000879","F","70-74","BAN",27
"E02000879","F","70-74","CHI",1
"E02000879","F","70-74","BLA",4
"E02000879","F","70-74","BLC",1
"E02000879","F","70-74","OBL",2
"E02000879","F","70-74","OTH",3
"E02000879","F","75-79","WBI",67
"E02000879","F","75-79","WHO",3
"E02000879","F","75-79","MIX",1
"E02000879","F","75-79","BAN",19
"E02000879","F","75-79","OAS",1
"E02000879","F","75-79","BLA",1
"E02000879","F","75-79","BLC",4
"E02000879","F","75-79","OBL",2
"E02000879","F","75-79","OTH",1
"E02000879","F","80-84","WBI",72
"E02000879","F","80-84","WHO",2
"E02000879","F","80-84","BAN",7
"E02000879","F","80-84","BLC",4
"E02000879","F","80-84","OBL",1
"E02000879","F","85+","WBI",81
"E02000879","F","85+","WHO",1
"E02000879","F","85+","BAN",2
"E02000879","F","85+","BLA",1
"E02000879","F","85+","BLC",1
"E02000879","F","85+","OBL",1
"E02000879","F","85+","OTH",2
"E02000880","M","0-4","WBI",17
"E02000880","M","0-4","WHO",6
"E02000880","M","0-4","MIX",13
"E02000880","M","0-4","IND",3
"E02000880","M","0-4","PAK",3
"E02000880","M","0-4","BAN",153
"E02000880","M","0-4","CHI",2
"E02000880","M","0-4","OAS",8
"E02000880","M","0-4","BLA",14
"E02000880","M","0-4","BLC",2
"E02000880","M","0-4","OBL",2
"E02000880","M","0-4","OTH",7
"E02000880","M","5-7","WBI",7
"E02000880","M","5-7","WHO",1
"E02000880","M","5-7","MIX",12
"E02000880","M","5-7","PAK",3
"E02000880","M","5-7","BAN",90
"E02000880","M","5-7","OAS",1
"E02000880","M","5-7","BLA",5
"E02000880","M","5-7","OTH",1
"E02000880","M","8-9","WBI",5
"E02000880","M","8-9","MIX",7
"E02000880","M","8-9","IND",1
"E02000880","M","8-9","PAK",1
"E02000880","M","8-9","BAN",54
"E02000880","M","8-9","OAS",2
"E02000880","M","8-9","BLA",4
"E02000880","M","8-9","OBL",4
"E02000880","M","8-9","OTH",2
"E02000880","M","10-14","WBI",8
"E02000880","M","10-14","WHO",7
"E02000880","M","10-14","MIX",4
"E02000880","M","10-14","PAK",2
"E02000880","M","10-14","BAN",123
"E02000880","M","10-14","OAS",2
"E02000880","M","10-14","BLA",8
"E02000880","M","10-14","BLC",1
"E02000880","M","10-14","OBL",1
"E02000880","M","10-14","OTH",3
"E02000880","M","15","WBI",2
"E02000880","M","15","WHO",3
"E02000880","M","15","MIX",2
"E02000880","M","15","PAK",1
"E02000880","M","15","BAN",20
"E02000880","M","15","OAS",1
"E02000880","M","15","OTH",1
"E02000880","M","16-17","WBI",5
"E02000880","M","16-17","WHO",2
"E02000880","M","16-17","MIX",1
"E02000880","M","16-17","IND",1
"E02000880","M","16-17","PAK",1
"E02000880","M","16-17","BAN",49
"E02000880","M","16-17","CHI",1
"E02000880","M","16-17","OAS",2
"E02000880","M","16-17","BLA",4
"E02000880","M","16-17","OTH",1
"E02000880","M","18-19","WBI",18
"E02000880","M","18-19","WHO",4
"E02000880","M","18-19","MIX",4
"E02000880","M","18-19","IND",6
"E02000880","M","18-19","PAK",4
"E02000880","M","18-19","BAN",35
"E02000880","M","18-19","CHI",1
"E02000880","M","18-19","OAS",3
"E02000880","M","18-19","BLA",7
"E02000880","M","18-19","OTH",2
"E02000880","M","20-24","WBI",117
"E02000880","M","20-24","WHO",40
"E02000880","M","20-24","MIX",11
"E02000880","M","20-24","IND",23
"E02000880","M","20-24","PAK",9
"E02000880","M","20-24","BAN",140
"E02000880","M","20-24","CHI",8
"E02000880","M","20-24","OAS",23
"E02000880","M","20-24","BLA",5
"E02000880","M","20-24","BLC",1
"E02000880","M","20-24","OBL",2
"E02000880","M","20-24","OTH",12
"E02000880","M","25-29","WBI",162
"E02000880","M","25-29","WHO",98
"E02000880","M","25-29","MIX",9
"E02000880","M","25-29","IND",7
"E02000880","M","25-29","PAK",7
"E02000880","M","25-29","BAN",147
"E02000880","M","25-29","CHI",8
"E02000880","M","25-29","OAS",7
"E02000880","M","25-29","BLA",1
"E02000880","M","25-29","BLC",3
"E02000880","M","25-29","OTH",11
"E02000880","M","30-34","WBI",73
"E02000880","M","30-34","WHO",67
"E02000880","M","30-34","MIX",9
"E02000880","M","30-34","IND",10
"E02000880","M","30-34","PAK",3
"E02000880","M","30-34","BAN",144
"E02000880","M","30-34","CHI",6
"E02000880","M","30-34","OAS",9
"E02000880","M","30-34","BLA",11
"E02000880","M","30-34","BLC",4
"E02000880","M","30-34","OBL",1
"E02000880","M","30-34","OTH",3
"E02000880","M","35-39","WBI",58
"E02000880","M","35-39","WHO",43
"E02000880","M","35-39","MIX",5
"E02000880","M","35-39","IND",6
"E02000880","M","35-39","PAK",6
"E02000880","M","35-39","BAN",114
"E02000880","M","35-39","CHI",3
"E02000880","M","35-39","OAS",12
"E02000880","M","35-39","BLA",8
"E02000880","M","35-39","BLC",3
"E02000880","M","35-39","OBL",4
"E02000880","M","35-39","OTH",10
"E02000880","M","40-44","WBI",53
"E02000880","M","40-44","WHO",22
"E02000880","M","40-44","MIX",7
"E02000880","M","40-44","IND",4
"E02000880","M","40-44","PAK",4
"E02000880","M","40-44","BAN",91
"E02000880","M","40-44","CHI",2
"E02000880","M","40-44","OAS",4
"E02000880","M","40-44","BLA",11
"E02000880","M","40-44","BLC",3
"E02000880","M","40-44","OBL",1
"E02000880","M","40-44","OTH",14
"E02000880","M","45-49","WBI",55
"E02000880","M","45-49","WHO",15
"E02000880","M","45-49","MIX",6
"E02000880","M","45-49","IND",3
"E02000880","M","45-49","PAK",6
"E02000880","M","45-49","BAN",43
"E02000880","M","45-49","OAS",1
"E02000880","M","45-49","BLA",3
"E02000880","M","45-49","BLC",1
"E02000880","M","45-49","OBL",2
"E02000880","M","45-49","OTH",13
"E02000880","M","50-54","WBI",43
"E02000880","M","50-54","WHO",7
"E02000880","M","50-54","MIX",2
"E02000880","M","50-54","IND",1
"E02000880","M","50-54","PAK",2
"E02000880","M","50-54","BAN",56
"E02000880","M","50-54","CHI",1
"E02000880","M","50-54","OAS",2
"E02000880","M","50-54","BLA",3
"E02000880","M","50-54","BLC",6
"E02000880","M","50-54","OBL",2
"E02000880","M","50-54","OTH",1
"E02000880","M","55-59","WBI",40
"E02000880","M","55-59","WHO",3
"E02000880","M","55-59","MIX",1
"E02000880","M","55-59","PAK",1
"E02000880","M","55-59","BAN",23
"E02000880","M","55-59","BLA",2
"E02000880","M","55-59","OBL",2
"E02000880","M","55-59","OTH",1
"E02000880","M","60-64","WBI",36
"E02000880","M","60-64","WHO",4
"E02000880","M","60-64","MIX",1
"E02000880","M","60-64","IND",3
"E02000880","M","60-64","PAK",1
"E02000880","M","60-64","BAN",9
"E02000880","M","60-64","OAS",1
"E02000880","M","60-64","OBL",1
"E02000880","M","60-64","OTH",7
"E02000880","M","65-69","WBI",14
"E02000880","M","65-69","WHO",3
"E02000880","M","65-69","MIX",1
"E02000880","M","65-69","IND",1
"E02000880","M","65-69","BAN",6
"E02000880","M","65-69","OBL",1
"E02000880","M","65-69","OTH",2
"E02000880","M","70-74","WBI",17
"E02000880","M","70-74","MIX",1
"E02000880","M","70-74","IND",2
"E02000880","M","70-74","BAN",28
"E02000880","M","70-74","BLC",2
"E02000880","M","75-79","WBI",15
"E02000880","M","75-79","WHO",1
"E02000880","M","75-79","MIX",1
"E02000880","M","75-79","IND",1
"E02000880","M","75-79","BAN",17
"E02000880","M","75-79","OBL",1
"E02000880","M","80-84","WBI",14
"E02000880","M","80-84","WHO",1
"E02000880","M","80-84","BAN",12
"E02000880","M","80-84","BLC",3
"E02000880","M","85+","WBI",16
"E02000880","M","85+","WHO",1
"E02000880","M","85+","BAN",1
"E02000880","M","85+","BLC",1
"E02000880","F","0-4","WBI",14
"E02000880","F","0-4","WHO",5
"E02000880","F","0-4","MIX",16
"E02000880","F","0-4","IND",4
"E02000880","F","0-4","PAK",1
"E02000880","F","0-4","BAN",134
"E02000880","F","0-4","OAS",3
"E02000880","F","0-4","BLA",6
"E02000880","F","0-4","OBL",7
"E02000880","F","0-4","OTH",12
"E02000880","F","5-7","WBI",7
"E02000880","F","5-7","WHO",1
"E02000880","F","5-7","MIX",8
"E02000880","F","5-7","IND",4
"E02000880","F","5-7","PAK",3
"E02000880","F","5-7","BAN",84
"E02000880","F","5-7","OAS",3
"E02000880","F","5-7","BLA",1
"E02000880","F","5-7","OBL",1
"E02000880","F","5-7","OTH",6
"E02000880","F","8-9","WBI",1
"E02000880","F","8-9","WHO",2
"E02000880","F","8-9","MIX",2
"E02000880","F","8-9","PAK",1
"E02000880","F","8-9","BAN",48
"E02000880","F","8-9","BLA",3
"E02000880","F","8-9","OBL",3
"E02000880","F","8-9","OTH",1
"E02000880","F","10-14","WBI",18
"E02000880","F","10-14","WHO",1
"E02000880","F","10-14","MIX",9
"E02000880","F","10-14","IND",1
"E02000880","F","10-14","PAK",1
"E02000880","F","10-14","BAN",98
"E02000880","F","10-14","CHI",2
"E02000880","F","10-14","OAS",7
"E02000880","F","10-14","BLA",7
"E02000880","F","10-14","OBL",3
"E02000880","F","10-14","OTH",5
"E02000880","F","15","PAK",1
"E02000880","F","15","BAN",16
"E02000880","F","16-17","WBI",6
"E02000880","F","16-17","WHO",1
"E02000880","F","16-17","MIX",3
"E02000880","F","16-17","BAN",29
"E02000880","F","16-17","BLA",1
"E02000880","F","16-17","BLC",1
"E02000880","F","16-17","OTH",2
"E02000880","F","18-19","WBI",23
"E02000880","F","18-19","WHO",4
"E02000880","F","18-19","IND",6
"E02000880","F","18-19","PAK",4
"E02000880","F","18-19","BAN",44
"E02000880","F","18-19","CHI",3
"E02000880","F","18-19","OAS",4
"E02000880","F","18-19","BLA",1
"E02000880","F","20-24","WBI",141
"E02000880","F","20-24","WHO",56
"E02000880","F","20-24","MIX",12
"E02000880","F","20-24","IND",6
"E02000880","F","20-24","PAK",11
"E02000880","F","20-24","BAN",149
"E02000880","F","20-24","CHI",19
"E02000880","F","20-24","OAS",20
"E02000880","F","20-24","BLA",7
"E02000880","F","20-24","OBL",1
"E02000880","F","20-24","OTH",6
"E02000880","F","25-29","WBI",119
"E02000880","F","25-29","WHO",86
"E02000880","F","25-29","MIX",12
"E02000880","F","25-29","IND",11
"E02000880","F","25-29","PAK",5
"E02000880","F","25-29","BAN",144
"E02000880","F","25-29","CHI",10
"E02000880","F","25-29","OAS",10
"E02000880","F","25-29","BLA",8
"E02000880","F","25-29","BLC",3
"E02000880","F","25-29","OBL",2
"E02000880","F","25-29","OTH",7
"E02000880","F","30-34","WBI",62
"E02000880","F","30-34","WHO",59
"E02000880","F","30-34","MIX",7
"E02000880","F","30-34","IND",6
"E02000880","F","30-34","PAK",1
"E02000880","F","30-34","BAN",122
"E02000880","F","30-34","CHI",4
"E02000880","F","30-34","OAS",11
"E02000880","F","30-34","BLA",6
"E02000880","F","30-34","BLC",4
"E02000880","F","30-34","OBL",3
"E02000880","F","30-34","OTH",15
"E02000880","F","35-39","WBI",30
"E02000880","F","35-39","WHO",30
"E02000880","F","35-39","MIX",9
"E02000880","F","35-39","IND",9
"E02000880","F","35-39","PAK",6
"E02000880","F","35-39","BAN",78
"E02000880","F","35-39","CHI",2
"E02000880","F","35-39","OAS",12
"E02000880","F","35-39","BLA",14
"E02000880","F","35-39","OBL",4
"E02000880","F","35-39","OTH",4
"E02000880","F","40-44","WBI",27
"E02000880","F","40-44","WHO",14
"E02000880","F","40-44","MIX",5
"E02000880","F","40-44","IND",6
